"Name","Party","Votes","Seat","City","Year"
"Mubarak Ali Tariq Qureishi","Independent","252",137,"Muzaffargarh III",1990
"Doctor Syed Athar Mehdi 
Kazmi","Independent","184",137,"Muzaffargarh III",1990
"Ghulam Muhammad Mustafa 
Khar","Independent","51755",138,"Muzaffargarh ",1990
"Mian Ghulam Abbas Qureishi","IJI","39741",138,"Muzaffargarh ",1990
"Mian Mehar Ahmad Gurmani","PDA","10169",138,"Muzaffargarh ",1990
"Malik Ghulam Muhammad Noor Rabbani Khar","Independent","1273",138,"Muzaffargarh ",1990
"Aashiq Hussain","Independent","1155",138,"Muzaffargarh ",1990
"Abdullah Salfi","Independent","356",138,"Muzaffargarh ",1990
"Pir Syed Muhammad 
Khurshid Shah","IJI","59848",139,"Layyah",1990
"Malik Niaz Ahmad Jakhar","PDA","43180",139,"Layyah",1990
"Abdul Razaq Rahi","Independent","2688",139,"Layyah",1990
"Abdul Samad Azad","JUI-F","1651",139,"Layyah",1990
"Malik Ghulam Muhammad 
Mustafa Khar (Retired)","Independent","543",139,"Layyah",1990
"Malik Ghulam Muhammad 
Fakhar-e-Russal Arbi Khar (Retired)","Independent","331",139,"Layyah",1990
"Sahibzada Faiz-ul-Hassan","IJI","51446",140,"Layyah",1990
"Muhammad Jehangir Khan Sehar","PDA","44694",140,"Layyah",1990
"Prince Salahud Din 
Abbasi","IJI","58807",141,"Bahawalpur",1990
"Muhammad Usman Abbasi","Independent","59175",141,"Bahawalpur",1990
"Khawaja Mahmood ul Hassan","Independent","1931",141,"Bahawalpur",1990
"Farooq Anwar Abbasi","IJI","71825",142,"Bahawalpur",1990
"Farooq Azam Malik","PDA","47515",142,"Bahawalpur",1990
"Syed Tabish Alvri","Independent","4391",142,"Bahawalpur",1990
"Syed Tasneem Nawaz Gardezi","IJI","",143,"Bahawalpur",1990
"","PDA","",143,"Bahawalpur",1990
"","Independent","",143,"Bahawalpur",1990
"Syed Muhammad Asgahr 
Shah","Independent","50555",144,"Bahawalnagar",1990
"Syed Mumtaz Alam Gillani","PDA","42897",144,"Bahawalnagar",1990
"Professor Doctor Noor 
Muhammad Ghaffari","IJI","33884",144,"Bahawalnagar",1990
"Syed Alamdar Hussain Shah ( 
Retired )","Independent","766",144,"Bahawalnagar",1990
"Mian Abdul Sattar Khan 
Lalika","IJI","81088",145,"Bahawalnagar",1990
"Mian Mumtaz Ahmad","PDA","60521",145,"Bahawalnagar",1990
"Moulvi Nazir Ahmad Ghori","Independent","4534",145,"Bahawalnagar",1990
"Moulana Bashir Ahmad Shad","Independent","275",145,"Bahawalnagar",1990
"Abdul Ghafoor Chaudhary","IJI","74872",146,"Bahawalnagar GE 1990",1990
"Ali Akbar Mazhar Wains","PDA","66076",146,"Bahawalnagar GE 1990",1990
"Ali Akbar","Independent","1652",146,"Bahawalnagar GE 1990",1990
"Malik Abdul 
Qayyum","PAT","1309",146,"Bahawalnagar GE 1990",1990
"Nazir Ahmad","Independent","352",146,"Bahawalnagar GE 1990",1990
"Doctor Mian 
Ehsan Bari ( Retired)","Independent","242",146,"Bahawalnagar GE 1990",1990
"Syed Ahmad Alam Anwar","PDA","66205",147,"Rahim Yar Khan",1990
"Khawaja Jamal Muhammad 
Koreja","IJI","57432",147,"Rahim Yar Khan",1990
"Syed Masood 
Alam Shah","Independent","409",147,"Rahim Yar Khan",1990
"Makhdoom Shahab ud Din","PDA","59181",148,"Rahimyar Khan",1990
"Makhdoom Imaduddin","IJI","57740",148,"Rahimyar Khan",1990
"Makdoom Muzaffar Hussain 
Hashmi Advocate","PSP","399",148,"Rahimyar Khan",1990
"Mian 
Abdul Khaliq","IJI","80304",149,"Rahim Yar Khan",1990
"Makhdoom 
Rukan ud Din","PDA","51454",149,"Rahim Yar Khan",1990
"Mufti 
Rasheed Ahmad Ludhianvi","JUI-F","2185",149,"Rahim Yar Khan",1990
"Zahoor Ahmad","Independent","1340",149,"Rahim Yar Khan",1990
"Haroon ur Rasheed","Independent","429",149,"Rahim Yar Khan",1990
"Makhdoom Syed Ahmad 
Mehmood","IJI","52816",150,"Rahimyar Khan",1990
"Rais Shabbir Ahmad","PDA","45144",150,"Rahimyar Khan",1990
"Sardar Rafiq Haidar Khan 
Leghari","Independent","33860",150,"Rahimyar Khan",1990
"Sardar Muhammad Azhar Khan 
Laghari","Independent","1047",150,"Rahimyar Khan",1990
"Sardar 
Muhammad Aslam Khan Laghari","Independent","845",150,"Rahimyar Khan",1990
"Syed Khalid 
Shehzad","Independent","167",150,"Rahimyar Khan",1990
"Allah Bukhsh 
Alias Faqir Muhammad","PSP","164",150,"Rahimyar Khan",1990
"Syed Khursheed Ahmad 
Shah","PDA","60733",151,"Sukkar",1990
"Islamuddin Sheikh","IJI","43618",151,"Sukkar",1990
"Molvi Abdul Samad","Independent","3453",151,"Sukkar",1990
"Saeed Khan","Independent","974",151,"Sukkar",1990
"Amanullah","Independent","344",151,"Sukkar",1990
"Samo Khan","Independent","270",151,"Sukkar",1990
"Abdul Sattar","Independent","168",151,"Sukkar",1990
"Imdad Ali 
Awan","Independent","152",151,"Sukkar",1990
"Ali Hassan 
Mangi","Independent","144",151,"Sukkar",1990
"Ghulam Qadir 
Bhutto","Independent","144",151,"Sukkar",1990
"Badruddin","Independent","86",151,"Sukkar",1990
"Mufti 
Muhammad Hussain Qadri","JUP-N","73",151,"Sukkar",1990
"Ali Nawaz 
Shah","Independent","51",151,"Sukkar",1990
"Nizamuddin","AT-PG","37",151,"Sukkar",1990
"Aftab Ali 
Hassan Mangi","Independent","37",151,"Sukkar",1990
"Mehboob Azam 
Shad","Independent","35",151,"Sukkar",1990
"Miss 
Khurshid Afghan","Independent","35",151,"Sukkar",1990
"Muneer Ahmad","Independent","30",151,"Sukkar",1990
"Muhammad 
Saeed Khan","Independent","18",151,"Sukkar",1990
"Muhammad 
Yaqoob Bandani","Independent","12",151,"Sukkar",1990
"Nazar 
Muhammad","v","07",151,"Sukkar",1990
"Jam Saifullah Khan 
Dharejo","PDA","48938",152,"Sukkar",1990
"Sardar Ghulam Muhammad Khan 
Magar","Independent","39985",152,"Sukkar",1990
"Hafiz Muhammad Ismail","Independent","1122",152,"Sukkar",1990
"Abdul Qayyum","Independent","370",152,"Sukkar",1990
"Sardar 
Muhammad Sardar Khan","Independent","186",152,"Sukkar",1990
"Ali Gohar 
Khan","Independent","167",152,"Sukkar",1990
"Gul Bahar 
Khan Korai","Independent","163",152,"Sukkar",1990
"Pir Abdul 
Mannan","Independent","146",152,"Sukkar",1990
"Rehmatullah","Independent","114",152,"Sukkar",1990
"Abdul Wahab","Independent","101",152,"Sukkar",1990
"Doctor Aftab 
Hussain","Independent","79",152,"Sukkar",1990
"Mian Shabbir 
Ahmad Alias Afzal Haq","Independent","74",152,"Sukkar",1990
"Syed Jawaid 
Hussain Shah","Independent","60",152,"Sukkar",1990
"Faqir Abdul 
Haq","Independent","56",152,"Sukkar",1990
"Syed 
Aminuddin Shah","Independent","39",152,"Sukkar",1990
"Noor Muhammad Khan Lund","PDA","49399",153,"Sukkar GE 1990",1990
"Pir Syed Sadardin Shah","Independent","34978",153,"Sukkar GE 1990",1990
"Chakar Khan","Independent","1869",153,"Sukkar GE 1990",1990
"Pir Abdul Mannan","Independent","245",153,"Sukkar GE 1990",1990
"Faqir Abdul 
Haq","Independent","209",153,"Sukkar GE 1990",1990
"Sardar Haji 
Khan Chakar","Independent","183",153,"Sukkar GE 1990",1990
"Jam Mumtaz 
Hussain","Independent","163",153,"Sukkar GE 1990",1990
"Sardar 
Muhammad Aslam Khan Leghari","Independent","148",153,"Sukkar GE 1990",1990
"Jam Abdul 
Jabbar Khan Dahar","Independent","135",153,"Sukkar GE 1990",1990
"Muhammad 
Baluch","Independent","123",153,"Sukkar GE 1990",1990
"Haji Ahmad 
Yar Khan","Independent","98",153,"Sukkar GE 1990",1990
"Aftab Shahban Merani","PDA","38301",154,"Shikarpur",1990
"Junaid Ahmad Soomro","SNF","20128",154,"Shikarpur",1990
"Molvi Ghulam Qadir","JUI-F","9875",154,"Shikarpur",1990
"Muhammad Ibrahim Khan","Independent","896",154,"Shikarpur",1990
"Mir Altaf 
Khan Bhayo","Independent","290",154,"Shikarpur",1990
"Mir Altaf Khan Bhayo","PDA","43193",155,"Shikarpur",1990
"Mumtaz Ali Khan Bhutto","SNF","10333",155,"Shikarpur",1990
"Syed Siraj Ahmad Shah","JUI-F","4328",155,"Shikarpur",1990
"Muzaffar Ali Essani","Independent","2642",155,"Shikarpur",1990
"Abdul Rahim 
Khan","Independent","1006",155,"Shikarpur",1990
"Illahi Bukhsh Soomro","Independent","53151",156,"Jacobabad",1990
"Sardar Muhammad Muqeem Khan","PDA","52211",156,"Jacobabad",1990
"Jougal Khan Khoso","Independent","1122",156,"Jacobabad",1990
"Mir Hassan Khan","Independent","159",156,"Jacobabad",1990
"Mir Muhammad 
Yaqoob Khan","Independent","132",156,"Jacobabad",1990
"Mir Manzoor 
Ali Khan","Independent","108",156,"Jacobabad",1990
"Mir Hazar Khan Bijarani","Independent","81610",157,"Jacobabad",1990
"Mir Mehran Khan Bijarani","PDA","35818",157,"Jacobabad",1990
"Mir Nasrullah Khan","Independent","896",157,"Jacobabad",1990
"Mir Hakim Ali Khan","Independent","385",157,"Jacobabad",1990
"Mir Taj 
Muhammad Khan","Independent","184",157,"Jacobabad",1990
"Ghulam 
Mustafa Khan Jatoi","IJI","88166",158,"Naushero Feroze",1990
"Rehmatullah Khan Bihan","PDA","21829",158,"Naushero Feroze",1990
"Dil Murad Jamali","Independent","940",158,"Naushero Feroze",1990
"Ali Muhammad Jossar","Independent","320",158,"Naushero Feroze",1990
"Khan 
Muhammad Khan Bihan","Independent","138",158,"Naushero Feroze",1990
"Abdullah 
Jossar","Independent","131",158,"Naushero Feroze",1990
"Ghulam 
Mustafa Jamali","Independent","69",158,"Naushero Feroze",1990
"Shabir Ahmad 
Qureishi","HPG","48",158,"Naushero Feroze",1990
"Qararuddin","Independent","44",158,"Naushero Feroze",1990
"Haji Khan 
Bihan","Independent","42",158,"Naushero Feroze",1990
"Ghulam Abbas 
Chandio","Independent","37",158,"Naushero Feroze",1990
"Ahmad Nawaz 
Khan Bihan","Independent","33",158,"Naushero Feroze",1990
"Zafar Ali 
Shah","Independent","33",158,"Naushero Feroze",1990
"Imam Bux 
Khan Jatoi","Independent","17",158,"Naushero Feroze",1990
"Abdul 
Ghaffar Jatoi","Independent","12",158,"Naushero Feroze",1990
"Muhammad 
Unis Bihan","Independent","12",158,"Naushero Feroze",1990
"Zafar Ali Shah","PDA","57029",159,"Nawabshah",1990
"Ghulam Mujtaba Khan Jatoi","IJI","51520",159,"Nawabshah",1990
"Moulvi Muhammad Anus","JUI-F","947",159,"Nawabshah",1990
"Masroor Ahmad Khan","Independent","464",159,"Nawabshah",1990
"Zulfiqar Ali Rajpar","Independent","322",159,"Nawabshah",1990
"Moural KhanKhushik","Independent","283",159,"Nawabshah",1990
"Rahim-ud-Din","HPG","278",159,"Nawabshah",1990
"Abdul SattarRajpar","Independent","255",159,"Nawabshah",1990
"ShabbirAhmad Sahito","Independent","189",159,"Nawabshah",1990
"Munawar AliShah","Independent","154",159,"Nawabshah",1990
"Syed MuradAli Shah","Independent","113",159,"Nawabshah",1990
"Abdul HaqDost Muhammad","Independent","83",159,"Nawabshah",1990
"Asghar AliShah","Independent","56",159,"Nawabshah",1990
"Haji AliNawaz Dahraj","Independent","32",159,"Nawabshah",1990
"Ghulam Murtaza KhanJatoi","IJI","48588",160,"Nawabshah",1990
"Asif Ali Zardari","PDA","44964",160,"Nawabshah",1990
"Aftab Ahmad","Independent","931",160,"Nawabshah",1990
"Hizbullah","Independent","717",160,"Nawabshah",1990
"MuhammadIslam","Independent","287",160,"Nawabshah",1990
"Syed IrshadHussain Shah","Independent","164",160,"Nawabshah",1990
"MuhammadAyub Khan","Independent","121",160,"Nawabshah",1990
"Syed ShoukatHussain Shah","Independent","120",160,"Nawabshah",1990
"MuhammadYousif Ali Khan","HPG","118",160,"Nawabshah",1990
"Hakim AliZardari","Independent","75",160,"Nawabshah",1990
"Rais AllahBux Khan","Independent","35",160,"Nawabshah",1990
"Syed Shabir Ahmad Shah","PDA","57801",161,"Nawab Shah GE 1990",1990
"Ghulam Rasool Unar","IJI","13656",161,"Nawab Shah GE 1990",1990
"Ghulam Akbar","Independent","327",161,"Nawab Shah GE 1990",1990
"Ghulam Mustafa Shah","Independent","105",161,"Nawab Shah GE 1990",1990
"Syed Bashir Ahmad Shah","Independent","90",161,"Nawab Shah GE 1990",1990
"Syed Pervez Ali Shah 
Jillani","PPP","74358",162,"&#13;
      Complete Result of NA162 Khairpur",1990
"Pir Syed Ali Mardan Shah Pir 
Paggara","Independent","46073",162,"&#13;
      Complete Result of NA162 Khairpur",1990
"Moulvi Mir Muhammad","JUI-F","7955",162,"&#13;
      Complete Result of NA162 Khairpur",1990
"Syed Abid Ali Shah","Independent","732",162,"&#13;
      Complete Result of NA162 Khairpur",1990
"Sayed Qaim Ali Shah","Independent","366",162,"&#13;
      Complete Result of NA162 Khairpur",1990
"Rahim Bux Wassan","Independent","230",162,"&#13;
      Complete Result of NA162 Khairpur",1990
"Pir Sayed Ghulam Dastgir 
Shah","Independent","171",162,"&#13;
      Complete Result of NA162 Khairpur",1990
"Pir Syed Abdul Qadir 
Shah","PDA","79080",163,"Khairpur",1990
"Pir Syed Saddaruddin Shah","Independent","39391",163,"Khairpur",1990
"Pir Syed Muhammad Abu Saleh 
Shah","SNF","1635",163,"Khairpur",1990
"Pir Syed Muhammad Taqi Shah","Independent","333",163,"Khairpur",1990
"Pir Sayed 
Muharram Ali Shah","Independent","231",163,"Khairpur",1990
"Kadir Bux 
Mari","Independent","131",163,"Khairpur",1990
"Begum Nusrat Bhutto","PDA","79901",164,"Larkana",1990
"Shah Muhammad","Independent","9203",164,"Larkana",1990
"Nisar Ahmad","Independent","183",164,"Larkana",1990
"Shabbir Ahmed Khan Chandio","PDA","59164",165,"Larkana",1990
"Mumtaz Ali Bhutto","SNF","16198",165,"Larkana",1990
"Doctor Khalid Mehmood Soomro","JUI-F","3216",165,"Larkana",1990
"Mohtarma Benazir Bhutto","PDA","94462",166,"Larkana",1990
"Sardar Allah Bux Jalbani","Independent","718",166,"Larkana",1990
"Riaz Hussain Chandio","Independent","339",166,"Larkana",1990
"Makhdoom Amin Faheem","PDA","50154",167,"Hyederabad",1990
"Shah Muhammad Shah","Independent","17074",167,"Hyederabad",1990
"Syed Shahab Ud Din Shah","Independent","1025",167,"Hyederabad",1990
"Kanwar Naveed Jamel","HPG","76578",168,"Hyederabad",1990
"Shah Farid ul Haq","JUP-N","13949",168,"Hyederabad",1990
"Abdul Waheed Qureishi","IJI","11994",168,"Hyederabad",1990
"Dr. Khalid Maqbool Siddiqui","HPG","91373",169,"Hyederabad",1990
"Mrza Ashiq Hussain Baig","PDA","24259",169,"Hyederabad",1990
"Dost Muhammad","ANP","4199",169,"Hyederabad",1990
"Syed Naveed Qamar","PDA","56902",170,"Hyederabad",1990
"Mir Mushtaq Ali Khan Talpur","Independent","16563",170,"Hyederabad",1990
"Nawab Muhammad Yousif Khan Talpur","SNF","169",170,"Hyederabad",1990
"Syed MohsinShah","Independent","162",170,"Hyederabad",1990
"Syed MunirHussain Shah","Independent","135",170,"Hyederabad",1990
"Syed QaboolMuhammad Shah","Independent","65",170,"Hyederabad",1990
"Zulfiqar AliMirza","Independent","38",170,"Hyederabad",1990
"","","",170,"Hyederabad",1990
"Abdul Sattar Bachani","PDA","59209",171,"Hyederabad",1990
"Syed Umeed Ali Shah","Independent","22878",171,"Hyederabad",1990
"Haji Muhammad Ibrahim Dars","Independent","727",171,"Hyederabad",1990
"Zafar AliRajput","HPG","325",171,"Hyederabad",1990
"Abdullah Halepoto","PDA","42506",172," Badin",1990
"Bashir Ahmad Laghari","Independent","16249",172," Badin",1990
"ChaudharyMuhammad Iqbal","Independent","5860",172," Badin",1990
"Bashir Ahmed Halepoto","PDA","36133",173," Badin",1990
"Ghulam Ali Nizamani","Independent","12951",173," Badin",1990
"Nabi NuxBhurgri","SNF","3179",173," Badin",1990
"Anees Ahmad Khan","HPG","44909",174,"Tharparkar",1990
"Syed Qurban Ali Shah","PDA","44493",174,"Tharparkar",1990
"Abdul Ghaffar","IJI","6213",174,"Tharparkar",1990
"Muhammad 
Saeed","Independent","1076",174,"Tharparkar",1990
"Caption (R) 
Ghulam Hussain","Independent","667",174,"Tharparkar",1990
"Haji 
Muhammad Zafar","Independent","292",174,"Tharparkar",1990
"Muhammad 
Yousaf","Independent","228",174,"Tharparkar",1990
"Jawaid Ahmad","JUP-N","169",174,"Tharparkar",1990
"Ashfaque 
Ahmad","Independent","157",174,"Tharparkar",1990
"Haji 
Muhammad Hayat","Independent","125",174,"Tharparkar",1990
"Muhammad 
Khan","Independent","109",174,"Tharparkar",1990
"Haji 
Muhammad Shafi","Independent","90",174,"Tharparkar",1990
"Muhammad Khan Junejo","IJI","32019",175,"Tharparkar",1990
"Ali Nawaz Shah","PDA","28930",175,"Tharparkar",1990
"Pir Aftab Hussain Shah","Independent","9886",175,"Tharparkar",1990
"Ali Mardan 
Shah","Independent","814",175,"Tharparkar",1990
"Ghulam 
Mustafa","Independent","353",175,"Tharparkar",1990
"Muhammad 
Yousaf","Independent","226",175,"Tharparkar",1990
"Syed Inayat 
Ali Shah","Independent","115",175,"Tharparkar",1990
"Mir Bahram 
Khan","Independent","74",175,"Tharparkar",1990
"Arbab Ghulam Rahim","Independent","49970",176,"Tharparkar",1990
"Fakir Muhammad Hafeez","PDA","37938",176,"Tharparkar",1990
"Malik Asad Sikandar Khan","PDA","53431",177,"Dadu",1990
"Abdul Hafeez Pirzada","PNP","21333",177,"Dadu",1990
"Javed","HPG","618",177,"Dadu",1990
"Pir Muhammad 
Zaman Shah","Independent","312",177,"Dadu",1990
"Major (R) 
Muhammad Akram","Independent","299",177,"Dadu",1990
"Syed 
Abdullah Shah","Independent","60",177,"Dadu",1990
"Koral Shah","Independent","47",177,"Dadu",1990
"Nawab Abdul 
Ghani Talpur","Independent","44",177,"Dadu",1990
"Haji Muhammad Bux Jamali","PDA","56243",178,"Dadu",1990
"Doctor Manzoor Hussain 
Leghari","Independent","21535",178,"Dadu",1990
"Muhammad Saffer Laghari","SNF","348",178,"Dadu",1990
"Rafiq Ahmad Mahessar","PDA","52949",179,"Dadu",1990
"Abdul Hameed Khan","SNA-HJ","31125",179,"Dadu",1990
"Manzoor Ahmad","JUI-F","1376",179,"Dadu",1990
"Mumtaz Ali","Independent","526",179,"Dadu",1990
"Nisar Ahmad","Independent","97",179,"Dadu",1990
"Pir Syed Ali Gohar Shah 
Rashdi","Independent","76853",180,"Sanghar",1990
"Zahoor Alam Khan Rind","PDA","23319",180,"Sanghar",1990
"Altaf Hussain Rind","Independent","713",180,"Sanghar",1990
"Jam 
Mashooq Ali","Independent","71405",181,"Sanghar GE 1990",1990
"Shah Nawaz 
Junejo","PDA","46889",181,"Sanghar GE 1990",1990
"Muhammad Ali 
Palh","Independent","1451",181,"Sanghar GE 1990",1990
"Roshan Din 
Junejo","Independent","586",181,"Sanghar GE 1990",1990
"Ahmad Saha","JUP-N","462",181,"Sanghar GE 1990",1990
"Muhammad 
Ayub Shaikh","HPG","361",181,"Sanghar GE 1990",1990
"Syed Ahsan 
Ali","Independent","357",181,"Sanghar GE 1990",1990
"Muhammad 
Khan Junejo","Independent","154",181,"Sanghar GE 1990",1990
"Ali Hassan","Independent","87",181,"Sanghar GE 1990",1990
"Ghulam Hussain Alias 
Babu","PDA","47370",182,"Thatta",1990
"Rasool Bux","AT-PG","12015",182,"Thatta",1990
"Muhammad Khan Soomro","Independent","2479",182,"Thatta",1990
"Jam Bijar 
Khan","Independent","682",182,"Thatta",1990
"Allah Dino","Independent","464",182,"Thatta",1990
"Sufi 
Muhammad Habib Khan Warsi","JUP-Niazi","412",182,"Thatta",1990
"Arbab Wazir Ahmad","PDA","33774",183,"Thatta",1990
"Syed Shafqat Hussain Shah 
Sheerazi","Independent","25562",183,"Thatta",1990
"Hamzo Khan","Independent","867",183,"Thatta",1990
"Muhammad 
Arbab Mallah","Independent","491",183,"Thatta",1990
"Abdul Sattar","PNP","335",183,"Thatta",1990
"Ahmad Memon","Independent","305",183,"Thatta",1990
"Allah Dino 
Khan","Independent","200",183,"Thatta",1990
"Syed Munir 
Hussain Shah","Independent","121",183,"Thatta",1990
"Syed Ghulam 
Akram Shah Sheerazi","Independent","52",183,"Thatta",1990
"Muhammad Irfan Khan","HPG","50042",184,"Karachi",1990
"Abdul Ghani","PDA","45004",184,"Karachi",1990
"Fazal Karim Khan","ANP","15120",184,"Karachi",1990
"Muhammad Abdul Rehman 
Farooqi","JUI-F","3517",184,"Karachi",1990
"Malik Mir 
Hazar Khan","PPI-MHK","1286",184,"Karachi",1990
"M.A Khawaja","PAT","1102",184,"Karachi",1990
"Muhammad 
Hanif","Independent","791",184,"Karachi",1990
"Abdul Rauf","Independent","421",184,"Karachi",1990
"Haji Ghulam 
Rasool","Independent","398",184,"Karachi",1990
"Khalil Ahmad","Independent","242",184,"Karachi",1990
"Agha Mubeen 
ul Haq","Independent","211",184,"Karachi",1990
"Khalil Ahmad 
Nanitalwala","Independent","156",184,"Karachi",1990
"Zarin Khan","Independent","146",184,"Karachi",1990
"Umar Farooq 
Khan","Independent","129",184,"Karachi",1990
"Chaudhary 
Rashid Ahmad","Independent","90",184,"Karachi",1990
"Syed Salim ul Haq","HPG","93883",185,"Karachi West",1990
"Muhammad Affaq Khan","PDA","15563",185,"Karachi West",1990
"Qazi Muhammad Halim","ANP","8762",185,"Karachi West",1990
"Khawaja 
Muhammad Sharful Islam","Independent","1199",185,"Karachi West",1990
"Abdul Hameed","Independent","552",185,"Karachi West",1990
"Muhammad 
Iqbal","PPI-MHK","389",185,"Karachi West",1990
"Kanwar Khalid Younis","HPG","90497",186,"Karachi",1990
"Professor Ghafoor Ahmad","IJI","21254",186,"Karachi",1990
"Syed Naeem Hashmi","PDA","5168",186,"Karachi",1990
"Ishrat ul 
Ibad Khan","Independent","383",186,"Karachi",1990
"Imran Farooq","HPG","111340",187,"Karachi Central",1990
"Syed Hussain Abbas Zaidi","PDA","3487",187,"Karachi Central",1990
"Muzaffar Ahmad Hashmi","Independent","1356",187,"Karachi Central",1990
"Muhammad 
Siddique Rathore","JUP-N","1348",187,"Karachi Central",1990
"Syed Muhammad Aslam","HPG","142591",188,"Karachi Central",1990
"Muhammad Usman Ramz","Independent","12410",188,"Karachi Central",1990
"Syed Hassan Raza","PDA","5482",188,"Karachi Central",1990
"Asif Ali Zardari","PDA","54308",189,"Karachi South",1990
"Muhammad Yousaf Khan Baloch","IJI","12615",189,"Karachi South",1990
"Liaqat","HPG","2125",189,"Karachi South",1990
"Ishaque","Independent","1411",189,"Karachi South",1990
"Ali Muhammad","JUI-F","873",189,"Karachi South",1990
"Hafiz 
Muhammad Ismail","Independent","670",189,"Karachi South",1990
"Muhammad 
Ashfaque","Independent","169",189,"Karachi South",1990
"Ahmad Ali 
Soomoro","Independent","80",189,"Karachi South",1990
"Syed 
Muhammad Jamaluddin","PAT","75",189,"Karachi South",1990
"Ahmad","Independent","70",189,"Karachi South",1990
"Muhammad Farooq Sattar","HPG","52887",190,"Karachi GE 1990",1990
"Moulana Shah Ahmad Noorani 
Siddiqui","JUP-N","35804",190,"Karachi GE 1990",1990
"Abid Hussain","Independent","227",190,"Karachi GE 1990",1990
"Abdul Qadir 
Ibrahim Ghanchi ( Retired)","Independent","211",190,"Karachi GE 1990",1990
"Abdul Razzaq 
Noorani","Independent","164",190,"Karachi GE 1990",1990
"Fateh Sher 
Khan","Independent","130",190,"Karachi GE 1990",1990
"Zahid 
Hussain","PAT","122",190,"Karachi GE 1990",1990
"Abdul Majeed 
Batwani","Independent","87",190,"Karachi GE 1990",1990
"Abdul Habib","Independent","86",190,"Karachi GE 1990",1990
"Abdul Qadir 
Lakhani","Independent","56",190,"Karachi GE 1990",1990
"Syed Tariq Mehmood","HPG","40573",191,"Karachi South",1990
"Abdul Sattar","IJI","20019",191,"Karachi South",1990
"Ghulam Sarwar Malik","PPI-SAG","16916",191,"Karachi South",1990
"Khalid Zaman 
Kiyani","ANP","1415",191,"Karachi South",1990
"Zahid 
Hussain","PAT","909",191,"Karachi South",1990
"Muhammad 
Ramzan","Independent","224",191,"Karachi South",1990
"Shahid 
Younis","PPI-MHK","220",191,"Karachi South",1990
"Mushtaq 
Ahmad","Independent","128",191,"Karachi South",1990
"Muhammad 
Faheem Amir","Independent","122",191,"Karachi South",1990
"Shahzad 
Tariq","Independent","118",191,"Karachi South",1990
"Muhammad 
Yousif","Independent","79",191,"Karachi South",1990
"Syed Shakir 
Hussain","Independent","65",191,"Karachi South",1990
"Feroz Ahmad","Independent","32",191,"Karachi South",1990
"Ahmad Ali","Independent","32",191,"Karachi South",1990
"Gulzar 
Nadeem","Independent","29",191,"Karachi South",1990
"Khalil Ahmad","Independent","17",191,"Karachi South",1990
"Alhaj Malik 
Ahmad Khan","Independent","17",191,"Karachi South",1990
"Muhammad Rafique Essani","HPG","61938",192,"Karachi East",1990
"Zuhari Akram Nadeem","IJI","10654",192,"Karachi East",1990
"Shaikh Muhammad Saeed","PDA","9070",192,"Karachi East",1990
"Nawaz A 
Jajja","Independent","135",192,"Karachi East",1990
"Islam Nabi","HPG","72272",193,"Karachi East",1990
"Syed Munawar Hassan","IJI","21329",193,"Karachi East",1990
"Iqbal Yousuf","PDA","7642",193,"Karachi East",1990
"Muhammad 
Ahmad Siddique (Retired)","JUP-N","190",193,"Karachi East",1990
"Syed Amin Ul Haq","HPG","71807",194,"Karachi East",1990
"Muhammad Khalil Qureishi","PDA","15400",194,"Karachi East",1990
"Pir Muhammad Fazal e Haq","IJI","3516",194,"Karachi East",1990
"Rehan Umar Farooqi","HPG","71265",195,"Karachi East",1990
"Sher Muhammad","PDA","33495",195,"Karachi East",1990
"Moulana Abdul ShakoorKhairpuri","JUI-F","1375",195,"Karachi East",1990
"Waseem Ahmad","HPG","90337",196,"Karachi East",1990
"Sardar Akhtar Ali Baloch","PDA","40983",196,"Karachi East",1990
"Syed Safdar Ali","Independent","984",196,"Karachi East",1990
"Mukhtadim 
Manawaruddin","Independent","680",196,"Karachi East",1990
"Haji Muhammad 
Hashim Khan","PPI-MHK","594",196,"Karachi East",1990
"Fateh Muhammad Muhammad 
Hasni","PDA","37874",197,"Quetta",1990
"Hafiz Hussain Ahmad","JUI-F","34207",197,"Quetta",1990
"Abdul Rahim Khan","PKMAP","16275",197,"Quetta",1990
"Haji Abdul 
Karim","JWP","10803",197,"Quetta",1990
"Aurangzaib 
Kansi","ANP","4425",197,"Quetta",1990
"Doctor 
Sikandar Baloch","BNM","4398",197,"Quetta",1990
"Moulvi 
Muhammad Shah","IJI","1515",197,"Quetta",1990
"Manzoor 
Hussain Qadri","PAT","1046",197,"Quetta",1990
"Moulana 
Abdul Baqi","Independent","966",197,"Quetta",1990
"Nasrullah","Independent","778",197,"Quetta",1990
"Agha 
Muhammad","Independent","634",197,"Quetta",1990
"Pir Mir 
Azizullah Khan","Independent","177",197,"Quetta",1990
"Sardar 
Saadat Ali","Independent","158",197,"Quetta",1990
"Alhaj Malik 
Saeed Gul","Independent","122",197,"Quetta",1990
"Mehmood Khan Achakzai","PKMAP","34003",198,"Pishin",1990
"Molvi Abdul Ghani","JUI-F","28825",198,"Pishin",1990
"Malik Ghulam Sarwar","ANP","8950",198,"Pishin",1990
"Bashir Ahmad 
Khan","JWP","2469",198,"Pishin",1990
"Bismillah 
Khan","PNP","1857",198,"Pishin",1990
"Haji Abdul 
Salam","PDA","737",198,"Pishin",1990
